150	0.011397
150	0.011555
150	0.011066
150	0.011627
150	0.007863
150	0.007525
150	0.007823
150	0.007249
150	0.011524
150	0.011379
150	0.01142
150	0.011155
150	0.0114
150	0.011339
150	0.011366
150	0.011165
150	0.012359
150	0.012365
150	0.01185
150	0.011877
150	0.011123
150	0.011032
150	0.011026
150	0.011476
150	0.011807
150	0.012289
150	0.011934
150	0.012357
150	0.007346
150	0.007476
150	0.007831
150	0.006878
150	0.011242
150	0.010918
150	0.011111
150	0.011307
150	0.007415
150	0.007703
150	0.007396
150	0.007485
150	0.011796
